,website,back_color,body_font,body_text,last_update,link_color,text_color,title_font,title_text
147,https://cheriespit.tumblr.com/,#FAFAFA,Helvetica Neue,,2019-12-04 03:16:10,#fb82a6,#444444,Gibson,
148,https://quatres.tumblr.com/,#FAFAFA,Helvetica Neue, Jun Month ‘13 30 30 HAPPY BIRTHDAY ﾉ◕ヮ◕ ﾉ ･ﾟ✧ Jun Month ‘13 29 30 Jun Month ‘13 28 30 Jun Month ‘13,2014-02-20 19:34:33,#529ECC,#444444,Gibson,
149,https://muacrt.tumblr.com/,#F4F1EC,Helvetica Neue, ポケモン屋敷 グレンにて 驚きと感謝で胸がいっぱいです………😭💦 ,2019-01-20 16:25:24,#aceae3,#2b130d,Garamond Classic FS,
150,https://bekki-chan.tumblr.com/,#60CAE0,Helvetica Neue, Believe it or not it was actually Elfen Lied that immersed me into anime culture I watched it as a ,2018-08-22 17:06:41,#9C25C9,#444444,Gibson,
151,https://superskamtrash.tumblr.com/,#1C1C63,Helvetica Neue, its wtfock woensdag my dudes this one is for you milanhendrickx Robbe I’m straight up not having a ,2019-12-04 05:40:52,#FFFA68,#FFF367,Brutal Type, 
152,https://maaarine.tumblr.com/,#f6f6f6,Helvetica Neue, MBTI tagged Byrne INTP Video David Byrne talks about being autistic MBTI amp Writers Maggie Haberma,2019-12-03 22:03:19,#444444,#444444,Helvetica Neue,
153,https://florencespugh.tumblr.com/,#d3222c,Helvetica Neue, i need an extra 13 to cover an expense next month and i would love to commission themes so i could ,2019-12-03 14:25:10,#000000,#F6F6F6,Sans Serif,
154,https://animations-daily.tumblr.com/,#FFFFFF,Helvetica Neue, That’s So Raven The Parties That’s So Raven 2003 Mother Dearest RISE OF THE GUARDIANS 2012 dir Pete,2019-12-04 03:44:34,#f0bfb3,#000000,SimHei,
155,https://weepycat.tumblr.com/,#1f2828,Helvetica Neue,,2019-12-04 03:58:31,#213f52,#dcecf5,Clearface FS,
156,https://fox--tails.tumblr.com/,#FFFFFF,Helvetica Neue, follow me on insta for daily pics 3 Some people really spend their time stalking the social media o,2019-12-03 22:44:56,#D9C2FF,#444444,Bookmania,
157,https://sanellydicarmens.tumblr.com/,#ffffff,Helvetica Neue, Dear Mr Vernon we accept the fact that we had to sacrifice a whole Saturday in detention for whatev,2019-12-04 00:08:49,#EEEEEE,#444444,Gibson,
158,https://bob-artist.tumblr.com/,#cecece,Helvetica Neue, Big thanks to my patrons for keeping the comic running ‘Tis the season for fluffy socks Y’all have ,2019-12-02 20:12:44,#7e2d19,#000000,Alternate Gothic,
159,https://tsunayoshis.co.vu/,#FFFFFF,Helvetica Neue,,2018-06-20 03:51:15,#F7C48F,#703cb1,Sans Serif,
160,https://cheshirelibrary.tumblr.com/,#bad8eb,Helvetica Neue, The internal battle The 7 Best Dystopian Books You Haven’t Read Yet via Bookish Buzz If your doomsd,2019-12-03 22:00:12,#529ECC,#444444,Garamond Classic FS,
161,https://elithien.tumblr.com/,#FFFFFF,Helvetica Neue, Took some more detailed shots today and wanted to share some of the pins I designed lt 3 I was real,2019-12-03 17:29:26,#BD2B41,#992727,Streetscript,
162,https://shadow-kat-13.tumblr.com/,#b9dae5,Helvetica Neue,,2017-06-02 16:30:21,#f7dfd9,#FFFFFF,Alternate Gothic,
163,https://korra.tumblr.com/,#de0f0f,Helvetica Neue, mods asleep post umbrella selfe where i look randomly beautiful the fact that im getting reblog not,2019-12-04 06:37:03,#000000,#ffffff,Helvetica Neue,
164,https://likepuddin.tumblr.com/,#f7c282,Helvetica Neue,,2019-11-20 14:46:30,#c27a25,#11260f,Gibson, 
165,https://erisshire.tumblr.com/,#888888,Helvetica Neue,,2019-12-04 06:34:09,#11261c,#000000,Grumpy Black 48, 
166,https://cheruib.tumblr.com/,#F5DBD6,Helvetica Neue, she’s smilin do u think the moon would accept 2 be my wife🥺😔 ,2019-12-03 16:13:53,#CCCCCC,#886D69,Garamond Classic FS,
167,https://chewbacca.tumblr.com/,#FAFAFA,Helvetica Neue, “I’ve been at the Mariposa for ten years” ,2019-12-04 06:15:25,#fe89b3,#000000,Avalon,
168,https://oracleofdelythi.tumblr.com/,#FAFAFA,Helvetica Neue, wednesday 13th november 2019 rewriting my lord of the flies theme essay because i don’t know how to,2019-12-02 23:01:15,#529ECC,#444444,Gibson, 
169,https://blueelectricangels.tumblr.com/,#B4D5E9,Helvetica Neue, Ah yes Lab finals The day when students I haven’t seen since midterms suddenly reappear even though,2019-12-03 20:20:46,#F3A757,#895722,Lorimer No 2,
170,https://lyillillia.tumblr.com/,#FAFAFA,Helvetica Neue,,2019-12-04 01:03:48,#529ECC,#444444,Streetscript,
171,https://nunyabizni.tumblr.com/,#B1371B,Helvetica Neue, Can this person just either finally get arrested and charged with intimidation and perversion of ju,2019-12-04 03:47:24,#8E2C16,#040101,1785 GLC Baskerville, 
172,https://harrv.tumblr.com/,#F6F6F6,Helvetica Neue,,2019-07-23 11:42:55,#0033C5,#000000,Calluna,
173,https://magic-dragon-s-keep.tumblr.com/,#39B498,Helvetica Neue, Happy Thanksgiving everyone Hoots He looks like he just told a bad joke and he’s waiting for someon,2019-12-03 14:37:36,#017BFF,#002c48,Sans Serif, 
174,https://tescito.tumblr.com/,#BB9E81,Helvetica Neue,,2019-12-04 06:27:45,#F7C48F,#FFE9C9,Typewriter FS,
175,https://samecoin.tumblr.com/,#FFFFFF,Helvetica Neue, i’m luke skywalker i’m here to rescue you surprise edit for skywaelker join my celebration no more ,2019-12-04 04:48:52,#000000,#dcdcdc,Baskerville,
176,https://loveisasongthatneverends.tumblr.com/,#284898,Helvetica Neue, THIS IS LITERALLY 100 ME NO QUESTIONS ASKED cant find a place to watch geah that doesnt have a logo,2019-12-04 06:12:44,#8cff00,#b4ff59,Sans Serif, 
177,https://thisiswhymomworries.tumblr.com/,#ddf2e8,Helvetica Neue,,2019-12-04 02:08:49,#529ECC,#444444,Gibson,
178,https://helpimsotired.tumblr.com/,#ffaad7,Helvetica Neue, Our middlest brother defending Billie Eilish is the only good thing on my Twitter feed today I have,2019-12-04 06:04:19,#000000,#FFFFFF,Clarendon Text Pro,
179,https://shoujomangapictures.tumblr.com/,#d3cada,Helvetica Neue,,2017-05-08 16:22:45,#644b74,#FFFFFF,Calluna,
180,https://magic-spelldust.tumblr.com/,#000000,Helvetica Neue, SKAPSKI MARIAN coral staley hall Reidar Trekkvold Игорь Криницын Костадин Маджаров Petr Fiala Łukas,2019-11-30 20:30:17,#c18499,#7c77a8,Sofia Pro,
181,https://liluzisvert.tumblr.com/,#FF0000,Helvetica Neue, fancy soty how the hell were we brainwashed into thinking drake bell was hot ,2019-12-04 06:23:05,#810C0F,#A70000,Grumpy Black 48, 
182,https://stlamb.tumblr.com/,#222222,Helvetica Neue,,2019-12-03 21:52:38,#9DCACA,#444444,Gibson,
183,https://jaboncito.tumblr.com/,#ffffff,Helvetica Neue, hm i like them i like to think about them a couple of dgs doodles i forgot to post here quick redra,2019-12-03 15:52:59,#ff8d8d,#ff8d8d,Typewriter FS,
184,https://thingsfromthedirt.tumblr.com/,#453019,Helvetica Neue, ok so my photos arent good enough for me to be upset about them being stolen But theyre good enough,2019-12-04 02:57:06,#A88F77,#733C0C,Ziclets, 
185,https://ulibeanz.tumblr.com/,#FAFAFA,Helvetica Neue, writing rough drafts is so funny help… help me… please give me cool ass names for a scary snakey dr,2019-12-04 00:13:01,#9ad7b9,#444444,Gibson, 
186,https://mapofbts.tumblr.com/,#FF71DD,Helvetica Neue, MAP OF THE SOUL SEOKJIN if i started taking “send me an idol” requests again would anyone be intere,2019-12-04 05:45:17,#6A4EDA,#102029,Avalon,
187,https://bluart106.tumblr.com/,#315f7a,Helvetica Neue, ‎Mustafa Cetin‎ Georges Georges 2019 John Singer Sargent 1904 Edvard Munch Samantha French Andrew C,2019-12-03 11:29:28,#EEEEEE,#dcecf5,Quadrat,
188,https://sonnenmastlouisa.tumblr.com/,#CCCCCC,Helvetica Neue, ,2019-12-03 22:18:52,#c27a25,#444444,Gibson, 
189,https://omg-humor.com/,#FAFAFA,Helvetica Neue, You don’t say… Marty We need to go back Dee o double gee Don’t mess with Putin Absolute madlad Madl,2019-12-04 06:35:11,#529ECC,#444444,Gibson,
190,https://soulffles.tumblr.com/,#000000,Helvetica Neue, god it’s been…A While since i’ve logged into this hellsite and every single new follower i have is ,2019-12-02 19:10:05,#2000FF,#FF00D9,Alternate Gothic,
191,https://kindergartenerz.tumblr.com/,#d4e0f8,Helvetica Neue, me being a christian isn t that bad ig i mean i don’t go to church but having religion is nice some,2019-12-04 04:10:25,#a7a9be,#7f6e94,Quadrat, 
192,https://goddammitstacey.tumblr.com/,#B6D6E8,Helvetica Neue, This Halloween I’m creepin’ it real 😎🎃 Redbubble Society6 Instagram PS Society6 has 25 off everythi,2019-09-10 05:36:03,#315B74,#444444,Gibson,
193,https://legalizememes.tumblr.com/,#222222,Helvetica Neue,,2019-12-02 22:01:09,#529ECC,#444444,Gibson,
194,https://gunsandfireandshit.tumblr.com/,#F2F1C7,Helvetica Neue, Fun tidbit I learned recently the former keyboardist for Casiopea Minoru Mukaiya personally compose,2019-12-04 03:36:08,#5BBE52,#444444,Sans Serif, 
195,https://justscreenshots.tumblr.com/,#004E6D,Helvetica Neue, Over 13 000 thank you very much Soon this blog will beat my oldest blog from 2012 tohjiro i got 33 ,2019-12-03 21:16:56,#000000,#A1D8BD,Ziclets,
196,https://poisonpam.tumblr.com/,#000000,Helvetica Neue, natasha being the only one speaking in perfect english and everyone else having a fake russian acce,2019-12-03 18:33:37,#902628,#F1993C,Arquitecta,
197,https://palpatins.tumblr.com/,#FAFAFA,Helvetica Neue, D A I S Y R I D L E Y for British GQ Jan Feb 2020 Daisy Ridley for GQ 2020 and Vogue 2017 D a i s y,2019-12-04 00:06:58,#529ECC,#444444,Gibson,
198,https://migelhososi.tumblr.com/,#FAFAFA,Helvetica Neue, ポケモン 心綺楼6周年記念用のGIFアニメが間に合わなかったのでGIFアニメを２つ作りました（？？？？？？？？？？？ ドンドコドンドコ 「お姉ちゃんアレやってよアレ」「仕方ないわね……」 ダンジョン,2019-11-14 11:38:15,#529ECC,#444444,Gibson,
199,https://s-eita.tumblr.com/,#ffffff,Helvetica Neue, u d a g a w a t o m o e f o r a n o n ꒰ ˘ ̩ ̩ ̩ ⌣ ˘ ̩ ̩ ̩ ๑ ꒱ ♡ “ 今 宵 は 我 輩 た ち アンデッド の 復 活 祭 じ ゃ ”,2019-08-07 01:48:26,#c7eef7,#fff6c2,Baskerville,
200,https://haiikyuus-remade.tumblr.com/,#FFFFFF,Helvetica Neue, dont know what the people in the comments are talking about influencers for but look yeojin 100k so,2019-11-01 16:54:33,#011376,#827FD1,Sans Serif,
201,https://asoiafsnet.tumblr.com/,#f9f6f5,Helvetica Neue,,2019-12-04 06:30:26,#000000,#000000,Caslon FS,
202,https://budgetrealgood.tumblr.com/,#F6F6F6,Helvetica Neue, Well I walked to work the first two times and it went really well though I wore the wrong shoes day,2019-12-03 10:00:02,#529ECC,#444444,Helvetica Neue, An update Do you Lack Confidence 7 things to remind yourself of every day …
203,https://arwens.tumblr.com/,#EEEEEE,Helvetica Neue,,2018-05-19 00:47:52,#cac1b4,#cac1b4,Baskerville,
204,https://johnnysilverhand.tumblr.com/,#000000,Helvetica Neue, “A little baby powdery snow on its cheeks on this holy night ” – Tokyo Godfathers 2003 dir Satoshi ,2019-12-04 06:33:12,#ff2f00,#ff3c00,Streetscript,
205,https://uupiic.tumblr.com/,#0d0f0f,Helvetica Neue, None of the nannies in the Kid’s Room at work has lasted for longer than a year It’s like that posi,2019-12-04 02:29:18,#8f9d9d,#ffffff,Avalon,
206,https://smallpoxlarry.tumblr.com/,#9DC1E6,Helvetica Neue, dog playing the harpischord what will she play thats like really embarrassing dude im still in 2016,2019-11-27 16:11:36,#F3A757,#444444,Sans Serif, 
207,https://just-positivity-stuff.tumblr.com/,#131594,Helvetica Neue, In light of the FDA recalls ,2019-12-02 04:25:59,#00eeff,#000000,Alternate Gothic,
208,https://derikisu.tumblr.com/,#fffbf4,Helvetica Neue,,2019-12-03 11:30:21,#347153,#444444,Gibson,
209,https://dailyrogers.tumblr.com/,#FEFEFE,Helvetica Neue,,2019-11-26 16:41:50,#CACACA,#CCCCCC,Clarendon Text Pro,
210,https://sandyminn.tumblr.com/,#FFFFFF,Helvetica Neue,,2019-12-02 07:31:56,#000000,#444444,Bodoni Recut FS,
211,https://littlest-folks.tumblr.com/,#83A1B8,Helvetica Neue, http instagram com magicofchildhood https weheartit com entry 286130423 ,2019-12-04 00:11:10,#0D94BE,#E396D4,Calluna, 
212,https://life-imitates-art-far-more.tumblr.com/,#CCCCCC,Helvetica Neue, Gabriël Grupello 1644 1730 “Narcissus” Marble Located in the Musées Royaux des Beaux Arts Brussels ,2019-12-04 05:16:38,#000000,#444444,Gibson,
213,https://crow--teeth.tumblr.com/,#000000,Helvetica Neue, yes you get it why must you people desire violence from my gentle hands I dont mean murder I mean l,2019-12-02 16:14:17,#222222,#666666,1785 GLC Baskerville, 
214,https://yo-daddys-my-bitch.tumblr.com/,#ffeac6,Helvetica Neue,,2019-12-02 15:03:54,#F6F6F6,#56a8c1,1785 GLC Baskerville, 
215,https://goldenbuttonsnpearls.tumblr.com/,#FAFAFA,Helvetica Neue, We all enjoy the madness ´Cos we know we´re going to fade away ,2018-05-11 11:18:35,#529ECC,#444444,Gibson,
216,https://hyeocakee.tumblr.com/,#FAFAFA,Helvetica Neue, Harlan I’m going to give everything I have to Marta All of my money and I’m not giving you a penny ,2019-12-03 12:38:27,#9952cc,#c90f5d,Sofia Pro, 
217,https://moodbig.tumblr.com/,#FFFFFF,Helvetica Neue, “Oh my god it’s Mark Ruffalo” HE DID IT AGAIN Things like this excites me Celine Dion’s ‘My Heart W,2019-11-23 21:27:40,#529ECC,#FB4C16,Helvetica Neue, 
218,https://rinnmay.tumblr.com/,#000000,Helvetica Neue, hello well……where to start LMAO so i’m back… to tell you that i’m not really back anymore LMAO rjgj,2018-03-03 12:30:00,#CCCCCC,#EEEEEE,Helvetica Neue,
219,https://floppy-ding-dong.tumblr.com/,#f9f6ff,Helvetica Neue, ,2019-12-04 04:22:15,#7f15c6,#5f0092,Streetscript, 
220,https://its-sappho-bitch.tumblr.com/,#20734e,Helvetica Neue, janet from the good place had better be named after this bitch I was serious about this can someone,2019-12-02 12:08:12,#000000,#FFFFFF,1785 GLC Baskerville, Underappreciated Regina Spektor Songs Life Plans Underappreciated Regina Spektor Songs
221,https://beaubcxton.tumblr.com/,#e0d5d3,Helvetica Neue, LUNA LOVEGOOD AND GINNY WEASLEY for storiesofchaos Happy birthday blitheringmcgonagall This is sort,2019-11-22 18:57:12,#984b49,#e89992,Sans Serif, 
222,https://magikyle.tumblr.com/,#FAFAFA,Helvetica Neue,,2019-12-04 01:43:16,#529ECC,#444444,Gibson,
223,https://10yearsofdnp.tumblr.com/,#F6F6F6,Helvetica Neue, December 4 2009 Formsprings of the Day 💖💍 December 3 2009 10 years of happiness 10 years of love 10,2019-12-04 00:00:31,#0098FF,#444444,Grumpy Black 48,
224,https://ladyinquisitor.tumblr.com/,#ffffff,Helvetica Neue, A warrior rogue picking you up with their strong arms and bride carrying you away after a steamy sp,2019-12-04 06:04:41,#49e1ff,#ff28d0,Avalon,
225,https://flatsoundsecretsite.tumblr.com/,#f9e5e2,Helvetica Neue, hey sorry i never post anymore you can follow me on twitter if you want to though that might be a f,2019-06-02 18:27:27,#5C714E,#347153,Gibson,
226,https://phase2-moved.tumblr.com/,#430707,Helvetica Neue, I think I’m going to have to remake I’m mostly sad about losing all my posts and art I really hope ,2019-10-02 02:43:06,#FFD9BC,#D7CDC4,Sans Serif, MY NEW BLOG GOT TERMINATED UM
227,https://thechildwhosurvived.tumblr.com/,#FFFFFF,Helvetica Neue, I know I don’t post that much about study stuff but I AM ALWAYS THANKFUL FOR MY FOLLOWERS FOR NOT L,2019-10-08 12:20:44,#DECBA6,#DECBA6,Clearface FS, life lol
228,https://etudieavecpayton.tumblr.com/,#FAFAFA,Helvetica Neue, 10 02 19 Hello lovelies I am now over a month into my first semester of uni and so far I am really ,2019-10-07 22:54:43,#e2d5ed,#888888,Gibson,
229,https://tvandfilm.tumblr.com/,#FFFFFF,Helvetica Neue, T h e N i g h t m a r e B e f o r e C h r i s t m a s 1993 dir Henry Selick Legally Blonde 2001 Dr ,2019-12-04 03:44:31,#f0bfb3,#000000,SimHei,
230,https://chrisstmaself.tumblr.com/,,,,2017-10-23 08:34:28,,,,
231,https://ssundiall.tumblr.com/,#FFFFFF,Helvetica Neue, cant tell if its the weird infantilization around my height or trauma or if this is normal but ive ,2019-12-04 03:30:19,#DB97A6,#515151,Streetscript,
232,https://sasukechiha.tumblr.com/,#EBD5D5,Helvetica Neue,,2019-12-03 16:59:54,#899DAA,#2E5A74,Ziclets,
233,https://tundratails.tumblr.com/,#FAFAFA,Helvetica Neue, worlds most dramatic death ……ok it’s just a little bit foggy today nothing is quite as good as walk,2019-12-04 02:07:12,#102029,#444444,Favorit, 
234,https://abutterflyobsession.tumblr.com/,#487463,Helvetica Neue, I took a nap at 2 today instead of 5 and now I have no idea what day it is deluxetrashqueen texting,2019-12-04 01:40:01,#529ECC,#444444,Gibson, 
235,https://hogwartsonline.tumblr.com/,#000000,Helvetica Neue,,2019-12-04 04:16:48,#A20000,#A20000,Fairwater,
236,https://claysws.tumblr.com/,#FFFFFF,Helvetica Neue, Art from last year for the clear Instagram cards of akogarezine A piece from last October for Broma,2019-07-20 14:12:27,#529ECC,#CCCCCC,Gibson,
237,https://piperelizabeths.tumblr.com/,#FFFFFF,Helvetica Neue,,2019-01-24 21:39:35,#000000,#000000,Brutal Type,
238,https://artpornmagazine.tumblr.com/,#213758,Helvetica Neue, Unknown Know the artist Feel free to comment and share with the world ArtPorn Magazine is on Facebo,2019-12-03 20:00:20,#fbff23,#fbf83b,Alternate Gothic,
239,https://lvatt.tumblr.com/,#E2D2B2,Helvetica Neue, i’ve gotten so much bad news this week y’all i can’t take it my unpopular opinion of the night is t,2019-12-04 06:00:29,#888888,#7E735E,Lorimer No 2, 
240,https://meaninglessmurmur.tumblr.com/,#fd9473,Helvetica Neue, Shaft 2005 Shaft 2005 Arrow S2E9 Arrow S2E9 Daredevil S1E10 Daredevil S1E7 This scene should be wri,2019-12-01 12:56:07,#fad6ab,#000000,Sans Serif,
241,https://the-undead-99.tumblr.com/,#260303,Helvetica Neue,,2019-12-01 16:34:16,#000000,#FF0000,Sofia Pro,
242,https://silenthill.tumblr.com/,#9A1111,Helvetica Neue, I need to watch midsommar OR hereditary tonight sorry Kendra You’re in his dms I’m linked in his bi,2019-12-04 05:36:00,#6A2110,#F1993C,1785 GLC Baskerville,
243,https://lesbophobish.tumblr.com/,#000000,Helvetica Neue, if i were to offer tarot readings for like 5 10 would anyone be interested no offense to all 8 year,2019-12-02 23:20:50,#dfc77c,#6eadff,Arquitecta, 
244,https://theartofanimation.tumblr.com/,#FAFAFA,Helvetica Neue, Wenn Liu https www flickr com photos garfield yue albums Guillermo Casas https www facebook com gui,2019-12-03 15:00:29,#529ECC,#444444,Gibson,
245,https://r4cs0.tumblr.com/,#6DD6FF,Helvetica Neue, Poetry in motion How bout NO It ain’t wrong Alright we’ve gone too far ,2019-12-04 01:58:11,#000000,#444444,Sans Serif,
246,https://mastergir.tumblr.com/,#081116,Helvetica Neue, The Half Life Alyx version of G Man is a way more natural evolution from HL1 than HL2 feel like com,2019-12-03 23:34:34,#ff0088,#00ffb7,Calluna, 
247,https://himacchi.tumblr.com/,#ffffff,Helvetica Neue, finished GRIS a few days ago still dazed and awestruck by its art style animation and above all sto,2018-12-21 22:56:21,#fbe6dc,#ffcec1,Avalon,
248,https://realityayslum.tumblr.com/,#222222,Helvetica Neue, Joseph Philibert Girault de Prangey 1804–1892 Fountain Place du Château d’Eau Paris 1841 1842 Dague,2019-02-01 03:51:42,#1c0000,#444444,Helvetica Neue,
249,https://witchys-stuff.tumblr.com/,#3F533F,Helvetica Neue, Personal mood board Taking requests for more though 🍓🐰 Would you live in a hobbit house 🌿🐸 Strawber,2019-11-19 09:19:46,#679E68,#041508,Calluna, 
250,https://thestral.tumblr.com/,#ffffff,Helvetica Neue, what makes a song good i don’t know… if it feels like it’s your song more than anyone else’s and yo,2019-12-04 03:04:29,#FFFFFF,#000000,Baskerville,
251,https://stellarsphere-archive.tumblr.com/,#F6F6F6,Helvetica Neue, Kaydel Ko Connix The Last Jedi Random Rey Stills 2 Random Rey Stills 1 – Revenge of the Sith ,2018-12-23 17:30:52,#968080,#b7a3a3,Grumpy Black 48,
252,https://johnkrasinski.tumblr.com/,#FFFFFF,Helvetica Neue, When i’m trying to explain my way of thinking regarding problems and he says “I’m sorry but that do,2018-06-21 19:02:05,#0007FF,#000000,Avalon,
253,https://phantangled.tumblr.com/,#FAFAFA,Helvetica Neue, when dan uploads a new main channel video happyhappyhappy phil continually teasing dan about scream,2018-03-30 08:09:10,#529ECC,#444444,Gibson,
254,https://ovur.tumblr.com/,#5EB623,Helvetica Neue, Not to be cringe but the Kuragehime ending theme still makes me cry My curls looks so cute rn 🥺 I t,2019-12-04 06:22:53,#529ECC,#ffffff,Sans Serif,
255,https://featherdusters.tumblr.com/,#03a2ab,Helvetica Neue,,2019-12-03 02:30:34,#391d78,#391d78,Sans Serif, 
256,https://thelostandlovely.tumblr.com/,#000000,Helvetica Neue,,2019-12-04 05:46:42,#e7bea8,#f0ceae,1785 GLC Baskerville,
257,https://mothcub.tumblr.com/,#FFFFFF,Helvetica Neue, Shout out to my favourite commenter on this website yes babe just like Charli XCX once said I’m “li,2019-12-03 21:20:27,#e17e66,#444444,Gibson,
258,https://sanatlibiblog.tumblr.com/,#4687AE,Helvetica Neue, Teknolojik Sembolleri Duygular ile Harmanlayan Behzad Nohoseini’den 15 İllüstrasyon Which one ass c,2019-11-27 19:57:06,#FFFFFF,#222222,Typewriter FS,
259,https://f0stercare.tumblr.com/,#A77DC2,Helvetica Neue,,2019-12-04 03:08:55,#529ECC,#444444,Gibson,
260,https://k-eke.tumblr.com/,#f6ef58,Gibson, Happy apples French names are Applin Verpom ver for worm and pom for pomme apple in french Also Ver,2019-12-03 18:53:23,#da245a,#f81524,Gibson,
261,https://bmbo.tumblr.com/,#ffffff,Helvetica Neue,,2019-12-04 03:04:14,#162ced,#444444,Gibson,
262,https://lavishlawyer.com/,#303030,Helvetica Neue, Sporty Long time no post… Enjoy life Summer look Attractive Classy interiors Easy Saturday evening…,2019-08-19 21:05:18,#CACACA,#7F7F7F,Grumpy Black 48,
263,https://watchersclown.tumblr.com/,#000000,Helvetica Neue, S4 Daisy Jon Jon sighing Wistfully Martin used to call me that… Daisy I would hope so because that’,2019-12-04 05:16:28,#FFCD00,#EEE272,Arquitecta, 
264,https://alannaharlow.tumblr.com/,#fefeff,Helvetica Neue, Billie This will be available for purchase as a poster later stay tuned So… today is my birthday Au,2019-11-13 18:32:16,#5cd1bc,#444444,Calluna,
265,https://tumbr-gargles-cum-blog.tumblr.com/,#FAFAFA,Helvetica Neue, fuck me in the speedway this site is such a piece of fucking anal shit ,2011-05-27 15:26:53,#529ECC,#444444,Gibson, Fuck this site
266,https://fuckyeahvirginiawoolf-blog.tumblr.com/,#FAFAFA,Helvetica Neue,,2014-03-07 17:49:44,#529ECC,#444444,Gibson,
267,https://runyxwrites.tumblr.com/,#dcecf5,Helvetica Neue, me enjoying all things olicity for the last eight years in the middle of birds chirping and time wa,2019-12-04 06:26:52,#102029,#192155,Calluna, 
268,https://buffysummers.tumblr.com/,#000000,Helvetica Neue, Lady Bird voice Who the fuck is on top their first time Buffy the Vampire Slayer 3x10 “Amends” ,2019-12-04 05:13:02,#529ECC,#E2FFFE,Sans Serif,
269,https://nighttime-rebel.tumblr.com/,#000000,Helvetica Neue, Pre thrash metal Dissident Aggressor Glam metal Locked In and Private Property ,2019-12-03 21:34:12,#444444,#666666,Clearface FS, 
270,https://shitmystudentswrite.tumblr.com/,#FAFAFA,Helvetica Neue, A young girl only sees other girls wearing skirts and birthing smaller humans so she too feels comp,2019-05-28 19:25:04,#529ECC,#444444,Gibson, Birth giver Mind games Scientific racism Ancient social media All I know Rooted Where should we eat Choices Capitalism by rail Period Place Et tu Kanye Cat man Ethnic work Life imitates art Taxidermy Bible times “Dictator” Brains vs Bronze Deeper question Way back
271,https://mustache-goat.tumblr.com/,#00761E,Helvetica Neue,,2019-11-28 19:54:51,#009DDA,#A31D1D,Sans Serif, 
272,https://coongerms.tumblr.com/,#FAFAFA,Helvetica Neue, Fuck I miss having ferrets so bad I might ask for one for Christmas cause damn I miss having the fu,2019-12-04 06:08:56,#529ECC,#444444,Gibson, being chronically ill like
273,https://brucetwinksteen.tumblr.com/,#FFFFFF,Helvetica Neue,,2019-12-04 00:46:35,#2d68ff,#0259fb,Calluna, 
274,https://rosewaterhag.tumblr.com/,#FAFAFA,Helvetica Neue,,2019-12-02 19:24:35,#529ECC,#444444,Gibson,
275,https://inthetags.tumblr.com/,#000000,Helvetica Neue, reblog this put in the tags at least one good thing that you did for yourself today reblog and put ,2019-12-03 16:51:27,#FCFEFF,#FFFFFF,Sans Serif, 
276,https://joannastudies.tumblr.com/,#CCCCCC,Helvetica Neue, my exam revision timetable studygram joannastudiess ,2019-08-10 11:32:29,#F5DBD6,#444444,Bodoni Recut FS,
277,https://tetohina.tumblr.com/,#ffffff,Helvetica Neue, Your gay lol alright goodnight again thats a cat actually https www youtube com watch v 8oBV3jPTW4s,2019-10-16 05:34:15,#1bffa8,#1effbf,Clearface FS, WAIT I NEED TO WATCH THE NEW ENSTARS EP 
278,https://perksofbeingafanboy.tumblr.com/,#fafafa,Helvetica Neue, hi lol just checking in i’ve actually missed this site hope you’re all doin well sorry for being SO,2019-10-20 14:00:15,#bdb3b3,#bdb3b3,Baskerville,
279,https://whatismgmt.tumblr.com/,#444444,Helvetica Neue,,2017-10-18 07:09:38,#666666,#ede5f3,FangSong,
280,https://noragami-ru-manga.tumblr.com/,#004585,Helvetica Neue, Promo of Adachitoka’s new art SPOILERS Ch 84 2 Noragami 83 2 SPOILERS AdachiToka’s card designed fo,2019-10-08 06:14:09,#9EC8E1,#ffffff,Sans Serif,
281,https://radicalrevisions.tumblr.com/,#FAFAFA,Helvetica Neue, This is all great Especially legit writing tips ‘s exceptions This is a good point While I feel lik,2017-10-13 02:41:12,#529ECC,#444444,Gibson,
282,https://jannahsfinn.tumblr.com/,#572a4e,Helvetica Neue, cant believe jannah from star wars actually invented using a bow and arrow ,2019-12-04 03:55:33,#A77DC2,#A77DC2,Streetscript,
283,https://toxic-parenting.tumblr.com/,#2f2f2f,Helvetica Neue,,2019-12-03 20:35:09,#3ba797,#ff3c00,Gibson, 
284,https://thestarwarsdaily.tumblr.com/,#FFFFFF,Helvetica Neue,,2019-12-04 05:51:37,#008cff,#ff7300,Streetscript,
285,https://johnnycashthighhighboots.tumblr.com/,#FFFFFF,Helvetica Neue, its funny when nick posts on my blog bc it all sounds like things id plausibly say but his cadence ,2019-12-04 05:43:17,#FFA3E7,#7BB2FF,Alternate Gothic, 
286,https://dangerous-tangerine.tumblr.com/,#fffdfe,Helvetica Neue,,2019-12-04 05:36:27,#ff92ce,#888888,Gibson,
287,https://geyashvecova.tumblr.com/,#000000,Helvetica Neue, Design graphics Geya Shvecova Space processes Archive 041219 Design graphics Geya Shvecova Inner li,2019-12-04 00:02:06,#c1ada2,#94867e,Sofia Pro,
288,https://vvaugh.tumblr.com/,#470D1F,Helvetica Neue,,2019-12-04 06:41:36,#ea9e1a,#ea9e1a,Calluna, This is a neutral post
289,https://infect-the-world.tumblr.com/,#4989AE,Helvetica Neue,,2019-11-14 18:44:11,#000000,#FFFFFF,Sans Serif,
